NL #,natural language,alternative Lnaguage name,birth city,birth state,country,age,gender,onset age,english residence,LOR,learning style,sound file name,ethnologue code,notes,,,
25,mandarin,chinese,wuxi,jiangsu,china,28,female,13,usa,0.8,academic,mandarin25.mp3,cmn,22-Apr-09,,,
20,korean,NULL,inchon,,south korea,58,female,13,usa,38,academic,korean20.mp3,kor,26-Apr-09,,,
33,french,NULL,montreal,quebec,canada,62,male,10,"canada, usa",62,academic,french33.mp3,fra,26-Apr-09,,,
27,portuguese,NULL,sao paulo,NULL,brazil,33,female,8,uk,0.2,academic,portuguese27.mp3,por,29-Apr-09,,,
11,amharic,NULL,addis ababa,NULL,ethiopia,24,female,17,usa,9,academic,amharic11.mp3,amh,1-May-09,,,
12,amharic,NULL,addis ababa,NULL,ethiopia,26,female,15,usa,10,academic,amharic12.mp3,amh,1-May-09,,,
13,amharic,NULL,addis ababa,NULL,ethiopia,28,female,6,usa,9,academic,amharic13.mp3,amh,1-May-09,,,
317,english,NULL,burlington,vermont,usa,26,male,0,usa,26,naturalistic,english317.mp3,eng,5-May-09,,,
30,arabic,najdi,riyadh,NULL,saudi arabia,19,female,8,usa,11,naturalistic,arabic30.mp3,ars,28-Apr-09,,,
9,vietnamese,NULL,ho chi minh city,NULL,vietnam,20,male,14,usa,4,academic,vietnamese9.mp3,vie,29-Apr-09,,,
5,mongolian,khalkha mongol,sofia,NULL,bulgaria,23,male,9,usa,9,academic,mongolian5.mp3,khk,29-Apr-09,,,
8,hausa,NULL,katsina,NULL,nigeria,30,male,7,usa,4,academic,hausa8.mp3,hau,5-May-09,,,
318,english,NULL,sarnia,ontario,canada,46,male,0,canada,46,naturalistic,english318.mp3,eng,8 may 2009.,,,
319,english,NULL,grimsby,lincolnshire,uk,29,male,0,uk,29,naturalistic,english319.mp3,eng,9-May-09,,,
7,hungarian,NULL,budapest,NULL,hungary,57,female,17,usa,40,naturalistic,hungarian7.mp3,hun,16-May-09,,,
5,krio,NULL,freetown,NULL,sierra leone,36,male,6,"sierra leone, usa",26,naturalistic,krio5.mp3,kri,17 may 2009.  residence: sierra leone 20 years, usa 6 years,,
26,mandarin,chinese,emei,sichuan,china,31,female,12,usa,3,academic,mandarin26.mp3,cmn,11-May-09,,,
21,korean,NULL,ulsan,NULL,south korea,21,male,12,usa,7,academic,korean21.mp3,kor,14-May-09,,,
6,gujarati,NULL,kutch,gujarat,india,29,male,5,"india,usa",23,naturalistic,gujarati6.mp3,guj,11 may 2009. residence: india 20 years, usa 3 years,,
20,turkish,NULL,kocaeli,NULL,turkey,19,female,9,NULL,0,academic,turkish20.mp3,tur,3-Jun-09,,,
22,korean,NULL,inchon,NULL,south korea,19,female,8,NULL,0,academic,korean22.mp3,kor,4-Jun-09,,,
9,kiswahili,swahili,tanga,NULL,tanzania,50,male,13,usa,20,academic,kiswahili9.mp3,swh,4-Jun-09,,,
4,somali,NULL,mogadishu,NULL,somalia,25,female,7,"uk, usa",14.5,academic,somali4.mp3,som,4 june 2009. residence: 14 years uk, 0.5 year usa,,
5,somali,NULL,mogadishu,NULL,somalia,39,male,18,"uk, usa",11.5,academic,somali5.mp3,som,4 june 2009. residence: 10 years uk, 1.5 years usa,,
6,somali,NULL,hargeysa,NULL,somalia,32,male,17,"uk, usa",7.8,academic,somali6.mp3,som,4 june 2009. residence: 7 years uk, 0.8 years usa,,
4,ga,NULL,accra,NULL,ghana,60,male,6,"ghana, uk, usa",41,academic,ga4.mp3,gaa,4 june 2009. residence: 21 years ghana, 2 years uk, 18 years usa,
6,tigrigna,NULL,adigrat,NULL,ethiopia,58,female,15,usa,28,academic,tigrigna6.mp3,tir,4 june 2009.,,,
3,oromo,NULL,dembi dollo,NULL,ethiopia,35,female,8,usa,10,academic,oromo3.mp3,gaz,4-Jun-09,,,
2,gusii,kisii,kisii,NULL,kenya,41,male,6,usa,8,academic,gusii2.mp3,guz,4 june 2009.  31 years in kenya,,,
27,mandarin,chinese,chengdu,sichuan,china,18,male,15,usa,3,academic,mandarin27.mp3,cmn,9-Jun-09,,,
2,kikuyu,NULL,kerugoya,NULL,kenya,50,male,7,"kenya, usa",50,academic,kikuyu2.mp3,kik,3 june 2009.  residence: 45 years kenya, 5 years usa.,,
3,kikuyu,NULL,nairobi,NULL,kenya,45,female,5,"kenya, usa",45,academic,kikuyu3.mp3,kik,3 june 2009.  residence: 40 years kenya, 5 years usa.,,
16,serbian,NULL,belgrade,NULL,serbia,33,male,9,canada,6.5,academic,serbian16.mp3,srp,14-Jun-09,,,
1,lingala,NULL,kinshasa,NULL,democratic republic of congo,37,male,30,usa,7,naturalistic,lingala1.mp3,lin,12 june 2009.  almost bilingual with french,,,
4,afrikaans,NULL,pretoria,NULL,south africa,26,male,8,usa,15,academic,afrikaans4.mp3,afr,12-Jun-09,,,
34,french,NULL,abidjan,NULL,ivory coast,56,male,16,usa,30,academic,french34.mp3,fra,10-Jun-09,,,
3,yiddish,NULL,brooklyn,new york,usa,52,male,5,usa,52,academic,yiddish3.mp3,ydd,10-Jun-09,,,
320,english,NULL,maryland county,NULL,liberia,59,female,0,"liberia, usa",59,naturalistic,english320.mp3,eng,13 june 2009. residence: 48 years liberia, 11 years usa.,,
321,english,NULL,brooklyn,new york,usa,52,male,0,usa,52,naturalistic,english321.mp3,eng,15-Jun-09,,,
4,yiddish,NULL,vienna,NULL,austria,89,female,20,usa,59,academic,yiddish4.mp3,ydd,16-Jun-09,,,
1,haitian creole french,NULL,port-au-prince,NULL,haiti,42,male,42,usa,1,academic,haitiancreolefrench1.mp3,hat,16-Jun-09,,,
2,haitian creole french,NULL,port-au-prince,NULL,haiti,40,male,35,usa,5,academic,haitiancreolefrench2.mp3,hat,16-Jun-09,,,
3,haitian creole french,NULL,port-au-prince,NULL,haiti,43,male,41,usa,5,academic,haitiancreolefrench3.mp3,hat,16-Jun-09,,,
4,haitian creole french,NULL,port-au-prince,NULL,haiti,21,male,21,usa,0.7,academic,haitiancreolefrench4.mp3,hat,16-Jun-09,,,
5,haitian creole french,NULL,port-au-prince,NULL,haiti,54,female,51,usa,5,academic,haitiancreolefrench5.mp3,hat,16-Jun-09,,,
5,yiddish,NULL,vilnius,NULL,lithuania,86,female,26,usa,60,naturalistic,yiddish5.mp3,ydd,17 june 2009. vilnius was known as vilna and was in poland.,,,
14,polish,NULL,warsaw,NULL,poland,97,male,35,usa,57,naturalistic,polish14.mp3,pol,17 june 2009. speaker was exposed to yiddish at a very early age..,,,
322,english,NULL,yorkton,saskatchewan,canada,29,male,0,canada,29,naturalistic,english322.mp3,eng,24-Jun-09,,,
323,english,NULL,regina,saskatchewan,canada,31,female,0,canada,31,naturalistic,english323.mp3,eng,24-Jun-09,,,
324,english,NULL,st. marys,ontario,canada,28,male,0,canada,28,naturalistic,english324.mp3,eng,24-Jun-09,,,
22,italian,NULL,teramo,NULL,italy,23,male,6,,0,academic,italian22.mp3,ita,27-Jun-09,,,
325,english,NULL,reading,pennsylvania,usa,32,male,0,usa,32,naturalistic,english325.mp3,eng,30-Jun-09,,,
23,italian,NULL,cuneo,NULL,italy,34,female,14,usa,10,academic,italian23.mp3,ita,1-Jul-09,,,
4,slovak,NULL,bratislava,NULL,slovakia,20,female,15,usa,1,academic,slovak4.mp3,slk,7-Jul-09,,,
1,kalanga,ikalanga,francistown,NULL,botswana,30,male,9,"botswana, usa",30,academic,kalanga1.mp3,kck,"9 july 2009. residence: 29 years botswana, 1 year usa",,,
5,kurdish,kurmanji,sulaymaniyah,NULL,iraq,32,male,11,usa,12,academic,kurdish5.mp3,kmr,9-Jul-09,,,
31,arabic,NULL,baghdad,NULL,iraq,47,female,12,usa,0.3,academic,arabic31.mp3,acm,9-Jul-09,,,
2,tswana,setswana,lobatse,NULL,botswana,32,female,6,botswana,32,academic,tswana2.mp3,tsn,10 july 2009. residence 32 years botwana,,,
1,ibibio,NULL,uyo,akwa ibom,nigeria,52,male,3,"nigeria, uk, usa",52,naturalistic,ibibio1.mp3,ibb,"11 july 2009. residence: nigeria 39 years; uk 1 year, usa 12 years",,,
2,ibibio,NULL,abak,akwa ibom,nigeria,45,female,4,"nigeria, uk, usa",45,naturalistic,ibibio2.mp3,ibb,"11 july 2009. residence: nigeria 27 years; uk 5 years, usa 13 years",,,
3,catalan,NULL,santiago,NULL,chile,51,female,11,usa,40,naturalistic,catalan3.mp3,cat,11-Jul-09,,,
28,portuguese,NULL,sao paulo,NULL,brazil,36,female,10,usa,12,academic,portuguese28.mp3,por,14-Jul-09,,,
326,english,NULL,fairborn,ohio,usa,53,male,0,usa,50,naturalistic,english326.mp3,eng,14 july 2009. residence: 3 years in netherlands,,,
35,french,NULL,toulouse,NULL,france,27,male,10,NULL,0,academic,french35.mp3,fra,11-Jul-09,,,
1,kabyle,tamazight,algiers,NULL,algeria,26,female,12,NULL,0,academic,kabyle1.mp3,kab,16-Jul-09,,,
27,russian,NULL,moscow,NULL,russia,21,male,14,NULL,0,naturalistic,russian27.mp3,rus,15-Jul-09,,,
10,vietnamese,NULL,quang nam,NULL,vietnam,57,female,18,usa,16,academic,vietnamese10.mp3,vie,17-Jul-09,,,
1,nandi,NULL,eldoret,NULL,kenya,35,male,18,usa,15,academic,nandi1.mp3,niq,18-Jul-09,,,
2,malay,NULL,kuching,sarawak,malaysia,22,male,5,usa,3,naturalistic,malay2.mp3,zlm,20-Jul-09,,,
11,swedish,NULL,espoo,NULL,finland,36,female,10,usa,16,academic,swedish11.mp3,swe,20-Jul-09,,,
23,korean,NULL,seoul,NULL,south korea,49,female,12,usa,5,academic,korean23.mp3,kor,27-Jul-09,,,
6,kurdish,NULL,sulaymaniyah,NULL,iraq,57,female,11,usa,12,academic,kurdish6.mp3,kmr,27-Jul-09,,,
28,russian,NULL,minsk,NULL,belarus,25,female,11,usa,4,academic,russian28.mp3,rus,27-Jul-09,,,
6,mongolian,khalkha mongol,sukhbaatar,NULL,mongolia,29,female,26,usa,3,academic,mongolian6.mp3,khk,29-Jul-09,,,
1,sa'a,NULL,riverside,small malaita,solomon islands,52,male,7,"australia, usa",2,academic,sa'a1.mp3,apb,28-Jul-09,,,
11,vietnamese,NULL,quang nam,NULL,vietnam,67,male,15,usa,16,academic,vietnamese11.mp3,vie,31-Jul-09,,,
10,hindi,hindi-urdu,new delhi,NULL,india,19,female,10.5,usa,8,naturalistic,hindi10.mp3,hin,31-Jul-09,,,
32,arabic,NULL,baghdad,NULL,iraq,42,male,12,usa,16,academic,arabic32.mp3,acm,31-Jul-09,,,
33,arabic,NULL,baghdad,NULL,iraq,28,female,11,usa,0.3,academic,arabic33.mp3,acm,31-Jul-09,,,
327,english,NULL,dunedin,florida,usa,27,male,0,usa,27,naturalistic,english327.mp3,eng,2-Aug-09,,,
328,english,NULL,hollywood,florida,usa,23,female,0,usa,23,naturalistic,english328.mp3,eng,2-Aug-09,,,
329,english,NULL,boise,idaho,usa,21,female,0,usa,19,naturalistic,english329.mp3,eng,3 august 2009.  living in philippines for 2 years.,,,
330,english,NULL,augusta,georgia,usa,18,female,0,usa,18,naturalistic,english330.mp3,eng,6-Aug-09,,,
331,english,NULL,perth,NULL,australia,28,female,0,australia,28,naturalistic,english331.mp3,eng,"13 august, 2009",,,
21,turkish,NULL,istanbul,NULL,turkey,18,female,4,usa,3,naturalistic,turkish21.mp3,tur,"13 august, 2009",,,
6,norwegian,NULL,askim,NULL,norway,29,male,10,usa,4,academic,norwegian6.mp3,nor,31-Aug-09,,,
332,english,NULL,baltimore,maryland,usa,20,female,0,usa,20,naturalistic,english332.mp3,eng,6-Sep-09,,,
1,northern sotho,sepedi,polokwane,limpopo,south africa,36,female,6,"south africa, usa",36,academic,northernsotho1.mp3,nso,"19 september 2009.  residence: 35.8 years south africa, 2 months usa",,,
333,english,NULL,spokane,washington,usa,32,female,0,usa,29,naturalistic,english333.mp3,eng,22 september 2009. spent 3 years in germany,,,
334,english,NULL,derby,england,uk,18,female,0,uk,18,naturalistic,english334.mp3,eng,22-Sep-09,,,
335,english,NULL,washington,district of columbia,usa,6,male,0,usa,6,naturalistic,english335.mp3,eng,27-Sep-09,,,
336,english,NULL,baltimore,maryland,usa,46,female,0,usa,44,naturalistic,english336.mp3,eng,29 septemtber 2009,,,
337,english,NULL,jersey city,new jersey,usa,84,female,0,"usa, canada",84,naturalistic,english337.mp3,eng,12 october 2009.  residence: 48 years usa, 30 years canada,,
338,english,NULL,sydney,,australia,53,female,0,"australia, canada",53,naturalistic,english338.mp3,eng,12 october 2009.  residence: 8 years australia, 43 years canada,,
339,english,NULL,chicago,illinois,usa,54,male,0,"usa, canada",54,naturalistic,english339.mp3,eng,12 october 2009.  residence: 25 years usa, 29 years canada,,
6,finnish,NULL,riihimaki,NULL,finland,19,female,9,,0,academic,finnish6.mp3,fin,16-Sep-09,,,
340,english,NULL,charleston,west virginia,usa,19,male,0,usa,19,naturalistic,english340.mp3,eng,19-Oct-09,,,
341,english,NULL,new york,new york,usa,23,female,0,usa,23,naturalistic,english341.mp3,eng,27-Oct-09,,,
342,english,NULL,kansas city,missouri,usa,33,male,0,usa,33,naturalistic,english342.mp3,eng,30-Oct-09,,,
343,english,NULL,portland,maine,usa,23,male,0,usa,23,naturalistic,english343.mp3,eng,11 november 2009.  residence: minnesota for college,,,
68,spanish,,san fernando,NULL,chile,27,male,14,australia,0.8,academic,spanish68.mp3,spa,22-Nov-09,,,
6,armenian,NULL,armavir,NULL,russia,23,male,11,,0,academic,armenian6.mp3,hye,25 november 2009.  speaks russian since very young,,,
69,spanish,NULL,caracas,NULL,venezuela,20,female,7,usa,10,naturalistic,spanish69.mp3,spa,25 november 2009.,,,
70,spanish,NULL,bogota,NULL,colombia,30,female,10,usa,1.5,academic,spanish70.mp3,spa,28-Nov-09,,,
71,spanish,NULL,rosario,NULL,argentina,24,male,6,,0,academic,spanish71.mp3,spa,6-Dec-09,,,
344,english,NULL,lumberton,north carolina,usa,19,female,0,usa,19,naturalistic,english344.mp3,eng,12-Dec-09,,,
345,english,NULL,kansas city,missouri,usa,20,male,0,usa,20,naturalistic,english345.mp3,eng,13-Dec-09,,,
2,kazakh,NULL,almaty,NULL,kazakhstan,22,male,6,"uk, india",0.4,academic,kazakh2.mp3,kaz,"15 december 2009.  residence: 3 months uk, 1 month india",,,
346,english,NULL,east hartford,connecticut,usa,60,male,0,usa,60,naturalistic,english346.mp3,eng,22-Dec-09,,,
347,english,NULL,burnsville,minnesota,usa,22,female,0,usa,22,naturalistic,english347.mp3,eng,23-Dec-09,,,
348,english,NULL,las pinas,NULL,philippines,20,female,0,philippines,20,naturalistic,english348.mp3,eng,24 december 2009, bilingual with tagalog,,
72,spanish,NULL,miami,florida,usa,20,female,5,usa,20,naturalistic,spanish72.mp3,spa,25-Dec-09,,,
349,english,NULL,warrenton,virginia,usa,24,female,0,usa,24,naturalistic,english349.mp3,eng,29-Dec-09,,,
73,spanish,NULL,merida,NULL,venezuela,19,male,15,uk,0.1,academic,spanish73.mp3,spa,3-Jan-10,,,
350,english,NULL,polesworth,staffordshire,uk,18,female,0,uk,18,naturalistic,english350.mp3,eng,8-Dec-09,,,
351,english,NULL,carthage,missouri,usa,37,male,0,usa,37,naturalistic,english351.mp3,eng,5-Jan-10,,,
352,english,NULL,singapore,NULL,singapore,25,male,0,singapore,25,naturalistic,english352.mp3,eng,20-Jan-10,,,
1,faroese,NULL,torshavn,NULL,faroe islands,28,male,11,,0,academic,faroese1.mp3,fao,8-Feb-10,,,
15,polish,NULL,ketrzyn,NULL,poland,25,female,9,,0,academic,polish15.mp3,pol,17-Feb-10,,,
353,english,NULL,saskatoon,saskatchewan,canada,18,male,0,canada,18,naturalistic,english353.mp3,eng,19-Feb-10,,,
19,cantonese,chinese,hong kong,NULL,china,28,female,7,usa,0.1,academic,cantonese19.mp3,yue,17-Feb-10,,,
6,czech,NULL,ostrava,NULL,czech republic,20,male,7,,0,academic,czech6.mp3,ces,26-Feb-10,,,
74,spanish,NULL,zaragoza,NULL,spain,44,male,14,,0,academic,spanish74.mp3,spa,27-Feb-10,,,
354,english,NULL,christchurch,NULL,new zealand,23,female,0,"new zealand, ireland, uk, usa",22,naturalistic,english354.mp3,eng,10 march 2010.  residence: new zealand 14 yrs.,ireland 4 yrs., uk 1 yr., oregon 3 yrs.
1,chaldean,chaldean neo aramaic,baghdad,NULL,iraq,41,male,5,usa,31,naturalistic,chaldean1.mp3,cld,13-Mar-10,,,
1,yakut,NULL,yakutsk,NULL,russia,19,female,13,NULL,0,academic,yakut1.mp3,sah,14 march 2010.  russian may also be native language,,,
34,arabic,NULL,kuwait city,NULL,kuwait,34,female,6,usa,4,academic,arabic34.mp3,afb,17 march 2010.  went to a bilingual school at age 6,,,
29,russian,NULL,chisinau,NULL,moldova,21,male,6,NULL,0,academic,russian29.mp3,rus,19 march 2010.  residence: has lived in germany sinc age 9.,,,
23,german,NULL,herdecke,NULL,germany,24,male,11,uk,0.2,academic,german23.mp3,deu,23-Mar-10,,,
355,english,NULL,los angeles,california,usa,19,male,0,usa,19,naturalistic,english355.mp3,eng,26-Mar-10,,,
356,english,NULL,morden,manitoba,canada,23,female,0,canada,23,naturalistic,english356.mp3,eng,26-Mar-10,,,
357,english,NULL,alto,georgia,usa,24,male,0,usa,24,naturalistic,english357.mp3,eng,11-Apr-10,,,
358,english,NULL,fredericton,new brunswick,canada,19,male,0,canada,19,naturalistic,english358.mp3,eng,11-Apr-10,,,
16,dutch,NULL,antwerp,NULL,belgium,23,female,12,NULL,0,academic,dutch16.mp3,nld,2-Apr-10,,,
17,dutch,NULL,wilrijk,NULL,belgium,21,female,12,NULL,0,academic,dutch17.mp3,nld,2-Apr-10,,,
18,dutch,NULL,antwerp,NULL,belgium,23,male,14,NULL,0,academic,dutch18.mp3,nld,2-Apr-10,,,
19,dutch,NULL,heist-op-den-berg,NULL,belgium,22,female,11,NULL,0,academic,dutch19.mp3,nld,2-Apr-10,,,
20,dutch,NULL,vlaams-brabant,NULL,belgium,21,female,13,usa,0.75,academic,dutch20.mp3,nld,2-Apr-10,,,
21,dutch,NULL,diest,NULL,belgium,21,female,13,NULL,0,academic,dutch21.mp3,nld,3-Apr-10,,,
22,dutch,NULL,essen,NULL,belgium,23,female,13,NULL,0,academic,dutch22.mp3,nld,3-Apr-10,,,
5,lithuanian,NULL,klaipeda,NULL,lithuania,24,female,9,ireland,0.75,academic,lithuanian5.mp3,lit,4-Apr-10,,,
23,dutch,NULL,antwerp,NULL,belgium,23,male,13,NULL,0,academic,dutch23.mp3,nld,5-Apr-10,,,
24,dutch,NULL,seoul,NULL,south korea,23,female,14,NULL,0,academic,dutch24.mp3,nld,7-Apr-10,,,
25,dutch,NULL,wilrijk,NULL,belgium,23,female,13,NULL,0,academic,dutch25.mp3,nld,7-Apr-10,,,
26,dutch,NULL,turnhout,NULL,belgium,23,female,13,NULL,0,academic,dutch26.mp3,nld,5-Apr-10,,,
1,rundi,kirundi,bururi,NULL,burundi,36,male,14,uk,0.1,academic,rundi1.mp3,run,1-Apr-10,,,
75,spanish,NULL,lima,NULL,peru,28,female,5,usa,8,academic,spanish75.mp3,spa,15-Apr-10,,,
27,dutch,NULL,antwerp,NULL,belgium,21,female,13,usa,1,academic,dutch27.mp3,nld,3 april 2010  lived in the usa for one year before age 13.,,,
28,dutch,NULL,antwerp,NULL,belgium,22,male,8,NULL,0,naturalistic,dutch28.mp3,nld,20-Apr-10,,,
359,english,NULL,sackville,new brunswick,canada,32,male,0,"canada, usa",32,naturalistic,english359.mp3,eng,"25 april 2010. residence: grew up in ottowa canada; spend 5 years in montreal, 5 years in california, 3 years in toronto",,,
360,english,NULL,erie,pennsylvania,usa,19,female,0,usa,19,naturalistic,english360.mp3,eng,26-Apr-10,,,
16,polish,NULL,koszalin,NULL,poland,19,male,8,NULL,0,academic,polish16.mp3,pol,28-Apr-10,,,
30,russian,NULL,stavropol,NULL,russia,18,male,12,NULL,0,academic,russian30.mp3,rus,8-May-10,,,
361,english,NULL,burnsville,minnesota,usa,20,female,0,usa,20,naturalistic,english361.mp3,eng,10-May-10,,,
362,english,NULL,cork,NULL,ireland,21,male,0,ireland,21,naturalistic,english362.mp3,eng,18-May-10,,,
22,turkish,NULL,istanbul,NULL,turkey,23,male,6,NULL,0,academic,turkish22.mp3,tur,21-May-10,,,
17,serbian,NULL,belgrade,NULL,serbia,29,female,10,NULL,0,academic,serbian17.mp3,srp,23-May-10,,,
29,portuguese,NULL,vitoria,NULL,brazil,28,male,8,NULL,0,academic,portuguese29.mp3,por,24-May-10,,,
30,portuguese,NULL,juiz de fora,NULL,brazil,26,female,24,NULL,0,academic,portuguese30.mp3,por,27-May-10,,,
31,portuguese,NULL,belo horizonte,NULL,brazil,29,male,16,uk,0.5,academic,portuguese31.mp3,por,29-May-10,,,
363,english,NULL,castle donington,NULL,uk,20,male,0,uk,20,naturalistic,english363.mp3,eng,1-Jun-10,,,
364,english,NULL,sydney,NULL,australia,28,female,0,australia,24,naturalistic,english364.mp3,eng,1-Jun-10,,,
9,bosnian,NULL,sarajevo,NULL,bosnia and herzegovina,47,male,5,"uk, usa, south africa",15,academic,bosnian9.mp3,bos,1-Jun-10,,,
76,spanish,NULL,la paz,NULL,bolivia,27,male,10,uk,4,academic,spanish76.mp3,spa,1-Jun-10,,,
23,turkish,NULL,adana,NULL,turkey,37,female,11,NULL,0,academic,turkish23.mp3,tur,1-Jun-10,,,
365,english,NULL,oxford,NULL,uk,52,male,0,uk,52,naturalistic,english365.mp3,eng,1-Jun-10,,,
366,english,NULL,bournesmouth,NULL,uk,25,female,0,uk,25,naturalistic,english366.mp3,eng,1-Jun-10,,,
367,english,NULL,birkenhead,NULL,uk,25,female,0,uk,23,naturalistic,english367.mp3,eng,1-Jun-10,,,
368,english,NULL,strattford-on-avon,NULL,uk,43,male,0,"uk, singapore",43,naturalistic,english368.mp3,eng,1 june 2010, residence: 1 year singaport,,
1,luxembourgeois,NULL,luxembourg,NULL,luxembourg,54,female,12,"uk, usa",4,academic,luxembourgeois1.mp3,ltz,2-Jun-10,,,
369,english,NULL,mcminnville,oregon,usa,27,male,0,usa,27,naturalistic,english369.mp3,eng,8-Jun-10,,,
8,hungarian,NULL,pinkoc,NULL,hungary,86,female,86,NULL,0,naturalistic,hungarian8.mp3,hun,18-Jun-10,,,
2,chaldean,NULL,baghdad,NULL,iraq,62,female,11,usa,36,academic,chaldean2.mp3,cld,17-Jun-10,,,
29,dutch,NULL,ede,NULL,netherlands,29,male,7,NULL,0,academic,dutch29.mp3,nld,17-Jun-10,,,
77,spanish,NULL,jalisco,NULL,mexico,45,male,13,usa,2,academic,spanish77.mp3,spa,"22 june 2010.  residence born in mexico city, but grew up in jalisco",,,
370,english,NULL,pondicherry,NULL,india,22,male,0,"canada, ireland",16,naturalistic,english370.mp3,eng,25-Jun-10,,,
371,english,NULL,colorado springs,colorado,usa,27,female,0,"usa, canada",27,naturalistic,english371.mp3,eng,1-Jul-10,,,
36,french,NULL,reims,NULL,france,32,female,10,"usa, canada",1.5,academic,french36.mp3,fra,16 july 2010. father spoke vietnamese,,,
32,portuguese,NULL,volta redonda,NULL,brazil,29,male,12,"australia, usa",5,naturalistic,portuguese32.mp3,por,"19 july 2010. residence:2.5 years australia, 2.5 years usa",,,
37,french,NULL,strasbourg,NULL,france,42,male,14,usa,2,naturalistic,french37.mp3,fra,22-Jul-10,,,
372,english,NULL,christiansburg,virginia,usa,80,male,0,usa,80,naturalistic,english372.mp3,eng,26-Jul-10,,,
373,english,NULL,russellville,kentucky,usa,22,male,0,usa,22,naturalistic,english373.mp3,eng,29-Jul-10,,,
6,indonesian,bahasa indonesia,jakarta,NULL,indonesia,20,male,8,usa,2.5,academic,indonesian6.mp3,ind,10-Aug-10,,,
374,english,NULL,milford haven,wales,uk,36,male,0,uk,36,naturalistic,english374.mp3,eng,14-Aug-10,,,
31,russian,NULL,tallinn,NULL,estonia,21,male,4,uk,0.75,naturalistic,russian31.mp3,rus,17-Aug-10,,,
375,english,NULL,manchester,connecticut,usa,28,male,0,"usa, uk",28,naturalistic,english375.mp3,eng,18 august 2010.  residence: 2 years uk.,,,
2,estonian,NULL,viljandi,NULL,estonia,27,male,12,NULL,0,academic,estonian2.mp3,est,23-Aug-10,,,
32,russian,NULL,kiev,NULL,ukraine,31,female,14,NULL,0,academic,russian32.mp3,rus,"26 august, 2010.  ukrainian is listed as co-native",,,
376,english,NULL,pasadena,california,usa,46,male,0,usa,46,naturalistic,english376.mp3,eng,27-Aug-10,,,
33,portuguese,NULL,brasilia,NULL,brazil,38,male,28,"australia, new zealand",1,academic,portuguese33.mp3,por,27-Aug-10,,,
33,russian,NULL,karaganda,NULL,kazakhstan,24,female,17,usa,4,academic,russian33.mp3,rus,30-Aug-10,,,
7,kurdish,NULL,sanandaj,NULL,iran,29,male,13,NULL,0,academic,kurdish7.mp3,sdh,30-Aug-10,,,
377,english,NULL,trenton,michigan,usa,32,female,0,usa,32,naturalistic,english377.mp3,eng,16-May-10,,,
378,english,NULL,silver spring,maryland,usa,38,female,0,usa,38,naturalistic,english378.mp3,eng,21-May-10,,,
379,english,NULL,summit,new jersey,usa,43,male,0,usa,43,naturalistic,english379.mp3,eng,21-May-10,,,
25,italian,NULL,wiesbaden,NULL,germany,40,male,3.5,usa,27,naturalistic,italian25.mp3,ita,21-May-10,,,
380,english,NULL,roanoke,virginia,usa,34,female,0,usa,33,naturalistic,english380.mp3,eng,21-May-10,,,
381,english,NULL,pike county,kentucky,usa,85,male,0,usa,85,naturalistic,english381.mp3,eng,26-May-10,,,
382,english,NULL,arlington,virginia,usa,34,male,0,usa,29,naturalistic,english382.mp3,eng,26-May-10,,,
383,english,NULL,washington,district of columbia,usa,32,female,0,usa,22,naturalistic,english383.mp3,eng,26-May-10,,,
384,english,NULL,williamson,west virginia,usa,57,male,0,usa,57,naturalistic,english384.mp3,eng,26-May-10,,,
385,english,NULL,mcveigh,kentucky,usa,77,female,0,usa,77,naturalistic,english385.mp3,eng,26-May-10,,,
24,turkish,NULL,istanbul,NULL,turkey,31,male,12,usa,10,academic,turkish24.mp3,tur,26-May-10,,,
386,english,NULL,los angeles,california,usa,56,female,0,usa,56,naturalistic,english386.mp3,eng,1-Jul-10,,,
387,english,NULL,lancaster,california,usa,21,female,0,usa,21,naturalistic,english387.mp3,eng,1-Jul-10,,,
388,english,NULL,bluefield,west virginia,usa,70,female,0,usa,70,naturalistic,english388.mp3,eng,13-Jul-10,,,
389,english,NULL,aldie,virginia,usa,71,female,0,usa,71,naturalistic,english389.mp3,eng,13-Jul-10,,,
390,english,NULL,milwaukee,wisconsin,usa,74,male,0,usa,67,naturalistic,english390.mp3,eng,13-Jul-10,,,
391,english,NULL,milton,florida,usa,84,female,0,usa,84,naturalistic,english391.mp3,eng,13-Jul-10,,,
392,english,NULL,warrenton,virginia,usa,62,male,0,usa,62,naturalistic,english392.mp3,eng,13-Jul-10,,,
393,english,NULL,washington,district of columbia,usa,58,female,0,usa,58,naturalistic,english393.mp3,eng,13-Jul-10,,,
78,spanish,NULL,lima,NULL,peru,55,female,5,usa,16,academic,spanish78.mp3,spa,13-Jul-10,,,
394,english,NULL,aiken,south carolina,usa,82,female,0,usa,82,naturalistic,english394.mp3,eng,13-Jul-10,,,
395,english,NULL,alexandria,virginia,usa,39,male,0,usa,39,naturalistic,english395.mp3,eng,13-Jul-10,,,
396,english,NULL,orange,virginia,usa,48,female,0,usa,48,naturalistic,english396.mp3,eng,13-Jul-10,,,
397,english,NULL,wadesboro,north carolina,usa,76,female,0,usa,76,naturalistic,english397.mp3,eng,13-Jul-10,,,
398,english,NULL,salisbury,north carolina,usa,83,female,0,usa,83,naturalistic,english398.mp3,eng,13-Jul-10,,,
